DSVectorSize,responseTime_ns
1000000,2377
1000000,2492
1000000,5269
1000000,2217
1000000,2224
1000000,2215
1000000,2385
1000000,2535
1000000,2213
1000000,2208
1000000,2236
1000000,2275
1000000,2307
1000000,2715
1000000,2768
1000000,2712
1000000,2272
1000000,2204
1000000,2229
1000000,2226
1000000,2228
1000000,2219
1000000,2442
1000000,6419
1000000,2231
1000000,4914
1000000,5565
1000000,2296
1000000,4758
1000000,5295
1000000,2237
1000000,2321
1000000,3861
